query_id,language,query,tool_labels,difficulty
RT069993,en,How should I get around Vilnius for 7 days? Then check the forecast in Vilnius for my 7-day stay. Please keep the answer concise.,transport|weather,multi
RT179470,hu,"Jó éttermeket keresek Lisbon városában, maximum 36 eurós étkezéssel. Továbbá 7 éjszakára kell hotel Lisbon városában, maximum 140 euróért éjszakánként.",hotel|restaurant,multi
RT106785,en,"I'd rather keep the plan flexible. I need practical local information about Prague. And what should I see in Prague? Next, estimate public transport costs in Prague for 6 days. This is for a first visit.",attractions|location|transport,multi
RT051985,hu,Egy rövid utazásra készülök. Mit érdemes megnézni Vilnius városában? Tartsd be a fenti kereteket.,attractions,single
RT123896,en,"Before I book the rest of the trip, Where can I sleep in Tallinn for 7 nights without going over 140 EUR a night? A short ranked list is enough.",hotel,single
RT236423,hu,"Ezen a hétvégén készülök. Épp összeállítom a programomat. Még nincs szállásom Madrid városában: 8 éj, 200 EUR/éj. Ezután hol ennél Madrid városában nagyjából 60 euróból fejenként? Végül kulturális programokból álló listát kérek Madrid városára. Rövid, rangsorolt lista is elég.",attractions|hotel|restaurant,multi
RT018541,hu,Egy gyakorlati kérdés: Várható eső Naples környékén a 8 napos utam alatt? Legyen inkább praktikus a válasz.,weather,single
RT226259,en,A practical question: Find me a base in Vienna for 10 nights with 180 EUR as the nightly limit. Please keep the answer concise.,hotel,single
RT008462,hu,"Gyors utazási kérdés: 2 éjszakára kell hotel Vilnius városában, maximum 120 euróért éjszakánként. Arra is szükségem van, hogy hogyan közlekedjek Vilnius városában 2 napig? Arra is szükségem van, hogy milyen nyelvre és pénznemre készüljek Vilnius városában? Tartsd be a fenti kereteket.",hotel|location|transport,multi
RT069328,en,I care more about value than luxury. A practical question: Where should I eat in Rome for about 45 EUR per person?,restaurant,single
RT122673,hu,Szeretném rendesen megtervezni az utat. Mit érdemes tudnom Bologna városáról indulás előtt? Végül ajánlj vacsorahelyeket Bologna városában.,location|restaurant,multi
RT220449,hu,"Milyen pénz, nyelv és időzóna van Amsterdam városában? Továbbá még nincs szállásom Amsterdam városában: 4 éj, 140 EUR/éj. Legyen inkább praktikus a válasz.",hotel|location,multi
RT190753,hu,"Milyen tömegközlekedési bérletet érdemes venni Prága városában 4 napra?; keress Mediterranean éttermet Prága városában 51 EUR/fő alatt. Ha már itt tartunk, 4 éjszakára kell hotel Prága városában, maximum 70 euróért éjszakánként.",hotel|restaurant|transport,multi
RT134205,en,"I'd like to stay fairly central. Before I book the rest of the trip, What should I know about Ljubljana before I arrive? Also, where should I eat in Ljubljana for about 42 EUR per person? While you're at it, help me shortlist hotels in Ljubljana: 4 nights, max 170 EUR/night.",hotel|location|restaurant,multi
RT131560,hu,"Egyedül utazom. Utazást tervezek. Szükségem van egy jó szállásra Sofia városában 10 éjszakára. Ezután milyen parkok, múzeumok és történelmi helyek vannak Sofia városában? Ezután mi a pénznem és az időzóna Sofia városában?",attractions|hotel|location,multi
RT166210,hu,"Jövő héten készülök. Adj gyakorlati információkat Porto városáról: pénznem, nyelv és időzóna. És hol szálljak meg Porto városában 5 éjszakára, ha 200 EUR a napi keret? Arra is szükségem van, hogy milyen idő várható Porto városában 5 napig?",hotel|location|weather,multi
RT031383,en,"We're travelling as a couple. I'm putting together my itinerary. Help me shortlist hotels in Sofia: 2 nights, max 150 EUR/night. I also need this: build a sightseeing list for Sofia, especially museums and landmarks. I prefer practical options.",attractions|hotel,multi
RT091013,en,I'm planning this this weekend. Help me plan this properly. Suggest somewhere good to eat in Oslo.,restaurant,single
RT027959,hu,Inkább praktikus megoldásokat keresek. Egy gyakorlati kérdés: Keress Mediterranean éttermet Skopje városában 27 EUR/fő alatt. Emellett autó nélkül hogyan járjam be Skopje városát?,restaurant|transport,multi
RT169579,en,"Give me dinner options in Nicosia with a budget around 36 EUR. On top of that, give me the practical basics for Nicosia: currency, language and timezone. This is for a first visit.",location|restaurant,multi
RT179103,hu,"Egy rövid utazásra készülök. Hol szálljak meg Nicosia városában 6 éjszakára, ha 190 EUR a napi keret? Továbbá autó nélkül hogyan járjam be Nicosia városát?",hotel|transport,multi
RT128190,hu,Szeretném rendesen megtervezni az utat. Autó nélkül hogyan járjam be Porto városát?,transport,single
RT101119,hu,"Ezen a hétvégén készülök. Adj gyakorlati információkat Lyon városáról: pénznem, nyelv és időzóna.",location,single
RT039256,hu,Milyen nyelvre és pénznemre készüljek Athens városában?; számolj közlekedési keretet Athens városára 10 napra. Tartsd be a fenti kereteket.,location|transport,multi
RT019150,en,"I'm planning this later this month. I care more about value than luxury. Before I book the rest of the trip, Give me dinner options in London with a budget around 51 EUR. Also, which country, currency and language should I expect in London? And i'm packing for London; what conditions should I expect for 6 days?",location|restaurant|weather,multi
RT112490,en,"I'm planning a trip. Tell me the local currency and timezone for Belgrade.; i need a 5-night hotel in Belgrade; keep it below 220 EUR and rating 3.5+. On top of that, i want culture and interesting sights in Belgrade; what do you recommend?",attractions|hotel|location,multi
RT074795,hu,adj alapvető helyi tudnivalókat venice városáról.,location,single
RT224982,en,"Where can I stay in Lyon for 1 nights on at most 230 EUR each night? While you're at it, where would you go for food in Lyon with roughly 33 EUR a head?",hotel|restaurant,multi
RT167769,en,I don't mind walking. A practical question: What's the weather looking like in Valencia for 10 days?,weather,single
RT019317,en,Give me dinner options in Vienna with a budget around 57 EUR.,restaurant,single
RT067213,hu,Épp összeállítom a programomat. Nézd meg Innsbruck 7 napos időjárás-előrejelzését. Továbbá mit érdemes megnézni Innsbruck városában?,attractions|weather,multi
RT207607,en,"I'd like to stay fairly central. Quick travel question: What sort of conditions are forecast for Seville across 4 days? Also, what local facts matter for a first visit to Seville?",location|weather,multi
RT171636,hu,Mit érdemes megnézni München városában? Ezután milyen nyelvre és pénznemre készüljek München városában?,attractions|location,multi
RT062299,hu,"mutass szobákat zurich városában 10 éjre legfeljebb 190 euróért. arra is szükségem van, hogy milyen idő várható zurich városában 10 napig? emellett jó éttermeket keresek zurich városában, maximum 39 eurós étkezéssel.",hotel|restaurant|weather,multi
RT146988,en,"I'm planning this for a spring break. Which country, currency and language should I expect in Reykjavik?",location,single
RT227641,en,"I don't mind walking. Before I book the rest of the trip, Is outdoor sightseeing sensible in Barcelona over the next 8 days?; what's the sensible transit setup for Barcelona?",transport|weather,multi
RT082973,hu,Ezen a hétvégén készülök. Most járok ott először. Ajánlj múzeumokat és nevezetességeket Tirana városában.,attractions,single
RT238425,en,"I'd rather keep the plan flexible. A practical question: I want a good meal in Lisbon; what fits around 48 EUR? Next, do I need a coat or umbrella for Lisbon on a 3-day trip? Next, i still need lodging in Lisbon; 3 nights, budget 140 EUR/night. I prefer practical options.",hotel|restaurant|weather,multi
RT004546,en,I'm packing for Barcelona; what conditions should I expect for 1 days?,weather,single
RT113717,hu,"Mielőtt mindent lefoglalok, Hol egyek Edinburgh városában körülbelül 27 EUR/fő keretből? Arra is szükségem van, hogy milyen idő várható Edinburgh városában 10 napig? Végül autó nélkül hogyan járjam be Edinburgh városát?",restaurant|transport|weather,multi
RT098732,en,"I'm travelling solo. Give me the practical basics for Lisbon: currency, language and timezone. I already booked my hotel, so don't search accommodation.",location,single
RT230186,hu,"Add meg a legfontosabb gyakorlati tényeket Copenhagen városáról. Emellett mi az, amit tényleg kár lenne kihagyni Copenhagen városában?",attractions|location,multi
RT235554,en,"For an upcoming city break, How do locals get around Ljubljana, and what should I buy for 10 days? I also need this: where can I stay in Ljubljana for 10 nights on at most 110 EUR each night?",hotel|transport,multi
RT217297,en,Which sights would you prioritise in Helsinki? This is for a first visit.,attractions,single
RT163409,en,"I'm travelling with family. I'm planning a trip. Estimate public transport costs in Warsaw for 1 days. Next, i'm packing for Warsaw; what conditions should I expect for 1 days?",transport|weather,multi
RT162287,en,"Give me the practical basics for Lyon: currency, language and timezone. I also need this: can I move around Lyon without a car, and what will it cost for 8 days?",location|transport,multi
RT037138,en,"Quick travel question: Show accommodation in Istanbul for 3 nights with a nightly cap of 70 EUR. On top of that, which country, currency and language should I expect in Istanbul? A short ranked list is enough.",hotel|location,multi
RT104735,hu,"9 éjszakára kell hotel Reykjavik városában, maximum 90 euróért éjszakánként.",hotel,single
RT020138,hu,"Épp összeállítom a programomat. Kulturális programokat keresek Bratislava városában. Arra is szükségem van, hogy keress szállást Bratislava városában 5 éjszakára, 210 EUR/éj alatt. Első alkalommal megyek.",attractions|hotel,multi
RT232360,en,"I'm planning a trip. What conditions should I plan around in Naples for 6 days? Also, what's the sensible transit setup for Naples?; what is actually worth seeing in Naples?",attractions|transport|weather,multi
RT048536,en,"Before I book the rest of the trip, Give me temperatures and rain chances for Krakow for 9 days. Then give me the practical basics for Krakow: currency, language and timezone.",location|weather,multi
RT033283,en,"This is a first visit. I'm planning a trip. Is Vilnius likely to be rainy during a 9-day visit? I also need this: find museums, parks or historic places in Vilnius. I also need this: i need food recommendations in Vilnius; keep meals below 51 EUR.",attractions|restaurant|weather,multi
RT162789,en,I need food recommendations in Warsaw; keep meals below 36 EUR; check the forecast in Warsaw for my 10-day stay,restaurant|weather,multi
RT030906,hu,Jövő héten készülök. Mivel töltenél el egy fél napot Riga városában?,attractions,single
RT199784,en,I'm planning this this weekend. I prefer practical options. Can you find a bed in Tirana for 8 nights inside a 80 EUR nightly budget? This is for a first visit.,hotel,single
RT034683,hu,Ezen a hétvégén készülök. Egy gyakorlati kérdés: Mivel töltenél el egy fél napot Istanbul városában? Nem szeretnék felesleges kerülőket. Étteremajánlásra nincs szükségem.,attractions,single
RT053463,en,"Quick travel question: Build a sightseeing list for Riga, especially museums and landmarks. Then what should I know about Riga before I arrive?",attractions|location,multi
RT129518,hu,"Hol egyek Geneva városában körülbelül 54 EUR/fő keretből? Ha már itt tartunk, 10 napot töltök Geneva városában; milyen időre készüljek?",restaurant|weather,multi
RT098809,en,"I'm planning this for a quick getaway. Before I book the rest of the trip, Show metro, bus and pass options for Milan. While you're at it, give me temperatures and rain chances for Milan for 10 days.",transport|weather,multi
RT224105,hu,"Érkezés előtt milyen helyi alapokat tudjak Marseille városáról? Rövid, rangsorolt lista is elég. Étteremajánlásra nincs szükségem.",location,single
RT132692,hu,"Hol egyek Porto városában körülbelül 60 EUR/fő keretből? Végül keress szállást Porto városában 5 éjszakára, 130 EUR/éj alatt. Tartsd be a fenti kereteket.",hotel|restaurant,multi
RT066675,hu,Épp összeállítom a programomat. Milyen nyelvre és pénznemre készüljek Bratislava városában?,location,single
RT089856,hu,"Rövid városnézés lesz. Mit érdemes tudnom Ljubljana városáról indulás előtt? Arra is szükségem van, hogy milyen parkok, múzeumok és történelmi helyek vannak Ljubljana városában? Arra is szükségem van, hogy keress szállást Ljubljana városában 8 éjszakára, 100 EUR/éj alatt.; jó éttermeket keresek Ljubljana városában, maximum 57 eurós étkezéssel. Első alkalommal megyek.",attractions|hotel|location|restaurant,multi
RT094401,en,"I don't mind walking. I'm putting together my itinerary. How should I get around Berlin for 10 days? And build a sightseeing list for Berlin, especially museums and landmarks. Please use the constraints above.",attractions|transport,multi
RT227774,en,I'm planning this for a spring break. I prefer practical options. Is outdoor sightseeing sensible in Salzburg over the next 7 days?,weather,single
RT155846,hu,Hogyan közlekedjek Thessaloniki városában 2 napig?,transport,single
RT035742,hu,Páros utazás lesz. Keress Asian éttermet Berlin városában 15 EUR/fő alatt.,restaurant,single
RT189416,en,"I'm travelling solo. A practical question: Find museums, parks or historic places in London. I'd rather avoid unnecessary detours. No restaurant suggestions are needed.",attractions,single
RT093923,hu,Még ebben a hónapban készülök. Gyors utazási kérdés: Mi a pénznem és az időzóna München városában? Végül hol lehet jót enni München városában? Legyen inkább praktikus a válasz.,location|restaurant,multi
RT167484,en,We're travelling as a couple. What transit pass makes sense in Lyon for 1 days? This is for a first visit.,transport,single
RT076579,en,Find good Mediterranean restaurants in Florence under 45 EUR each.,restaurant,single
RT016939,en,"I care more about value than luxury. Show metro, bus and pass options for Salzburg.",transport,single
RT028897,en,Will I need an umbrella in Geneva over the next 9 days?,weather,single
RT157386,en,I need food recommendations in Belgrade; keep meals below 48 EUR.,restaurant,single
RT183012,en,"Before I book the rest of the trip, I need practical local information about Valencia.",location,single
RT021467,hu,Gyors utazási kérdés: Mit érdemes tudnom Nice városáról indulás előtt?,location,single
RT037277,hu,Mutass szobákat Sarajevo városában 8 éjre legfeljebb 90 euróért. Tartsd be a fenti kereteket.,hotel,single
RT177243,en,"What transit pass makes sense in Madrid for 1 days? Next, find good Italian restaurants in Madrid under 18 EUR each.",restaurant|transport,multi
RT229601,en,"Before landing in Vienna, what local basics should I know? I also need this: which sights would you prioritise in Vienna? I prefer practical options.",attractions|location,multi
RT176658,en,"Tell me the local currency and timezone for Edinburgh. On top of that, estimate public transport costs in Edinburgh for 4 days.; will I need an umbrella in Edinburgh over the next 4 days? A short ranked list is enough.",location|transport|weather,multi
RT078737,en,"Find museums, parks or historic places in Berlin.",attractions,single
RT006604,hu,Utazást tervezek. Milyen nyelvre és pénznemre készüljek Tirana városában?,location,single
RT049342,en,"For an upcoming city break, What's the weather looking like in Riga for 3 days? And what should I see in Riga? I also need this: compare local public-transport tickets in Riga for a 3-day trip.",attractions|transport|weather,multi
RT227053,hu,Az ár-érték arány fontosabb a luxusnál. Hol tudok megszállni Dublin városában 1 éjszakára legfeljebb 70 euróért?,hotel,single
RT212241,en,"Work out local transit choices for Warsaw. While you're at it, can you find a bed in Warsaw for 8 nights inside a 190 EUR nightly budget? I also need this: give me a compact list of things to explore in Warsaw. Please use the constraints above.",attractions|hotel|transport,multi
RT186508,en,"Give me dinner options in Luxembourg with a budget around 42 EUR. While you're at it, where can I sleep in Luxembourg for 8 nights without going over 200 EUR a night? I'd rather avoid unnecessary detours.",hotel|restaurant,multi
RT039935,en,"I'm planning this for a quick getaway. I'm travelling solo. Give me the practical basics for Gdansk: currency, language and timezone. I also need this: will I need an umbrella in Gdansk over the next 7 days?; how should I get around Gdansk for 7 days?",location|transport|weather,multi
RT154836,hu,"Még ebben a hónapban készülök. Épp összeállítom a programomat. Kulturális programokat keresek Dubrovnik városában. Rövid, rangsorolt lista is elég.",attractions,single
RT082329,en,I'm planning this later this month. It's a short city break. Help me plan this properly. What should I know about Vienna before I arrive?,location,single
RT173110,en,"This is a first visit. Is Split likely to be rainy during a 6-day visit? Then i need a 6-night hotel in Split; keep it below 190 EUR and rating 4.5+. Next, find restaurants in Split, preferably bakery/café, rated at least 4.5.",hotel|restaurant|weather,multi
RT155565,hu,Egy közelgő útra készülök. Kulturális programokat keresek Vilnius városában. Legyen inkább praktikus a válasz.,attractions,single
RT228391,en,Quick travel question: I want a good meal in Krakow; what fits around 42 EUR? I'd rather avoid unnecessary detours.,restaurant,single
RT052153,en,"I'd rather keep the plan flexible. Quick travel question: Suggest places worth visiting in Athens with tickets under 40 EUR. Also, can I move around Athens without a car, and what will it cost for 7 days? A short ranked list is enough. I already booked my hotel, so don't search accommodation.",attractions|transport,multi
RT223770,hu,"Páros utazás lesz. Egy gyakorlati kérdés: A helyiek hogyan járnak Sarajevo városában, és mit vegyek 7 napra? Továbbá érkezés előtt milyen helyi alapokat tudjak Sarajevo városáról?",location|transport,multi
RT155154,hu,"Egy rövid utazásra készülök. Egy gyakorlati kérdés: Hol lehet jót enni Innsbruck városában?; 9 éjszakára kell hotel Innsbruck városában, maximum 90 euróért éjszakánként.",hotel|restaurant,multi
RT005617,en,"I'm putting together my itinerary. I need food recommendations in Krakow; keep meals below 30 EUR. Next, what's the weather looking like in Krakow for 7 days?",restaurant|weather,multi
RT176610,en,A practical question: Give me dinner options in Helsinki with a budget around 18 EUR.,restaurant,single
RT149583,en,Quick travel question: What's the weather looking like in Hamburg for 3 days?,weather,single
RT210871,en,"Help me plan this properly. Work out local transit choices for Naples. While you're at it, give me currency/language/time-zone basics for Naples.",location|transport,multi
RT235303,hu,Inkább praktikus megoldásokat keresek. Érkezés előtt milyen helyi alapokat tudjak Cologne városáról?,location,single
RT221616,hu,"Családdal utazom. Még nincs szállásom Gdansk városában: 8 éj, 180 EUR/éj. Végül jó vacsorát szeretnék Gdansk városában 15 euró körül. Rövid, rangsorolt lista is elég.",hotel|restaurant,multi
RT015373,hu,"Egy gyakorlati kérdés: Mit érdemes tudnom Oslo városáról indulás előtt? Ha már itt tartunk, milyen idő várható Oslo városában 3 napig? Tartsd be a fenti kereteket.",location|weather,multi
RT166888,en,I prefer practical options. How should I get around Istanbul for 5 days? Please use the constraints above.,transport,single
RT133897,en,We're travelling as a couple. Help me plan this properly. Find somewhere to stay in Lyon for 8 nights under 120 EUR per night. Then what should I know about Lyon before I arrive? And find good bakery/café restaurants in Lyon under 21 EUR each.,hotel|location|restaurant,multi
RT010196,en,I'm planning this next week. Give me destination facts for Warsaw.; where can I sleep in Warsaw for 4 nights without going over 220 EUR a night?,hotel|location,multi
RT218403,hu,"Érkezés előtt milyen helyi alapokat tudjak Geneva városáról? Első alkalommal megyek. A szállás már megvan, hotelt ne keress.",location,single
RT051724,hu,"Mit érdemes tudnom Tallinn városáról indulás előtt? Emellett mennyibe kerül a helyi közlekedés Tallinn városában 6 napra? Emellett mit érdemes megnézni Tallinn városában? Rövid, rangsorolt lista is elég.",attractions|location|transport,multi
RT159555,en,Estimate public transport costs in Cologne for 5 days. I'd rather avoid unnecessary detours.,transport,single
RT113899,hu,"Az ár-érték arány fontosabb a luxusnál. Mielőtt mindent lefoglalok, Milyen parkok, múzeumok és történelmi helyek vannak Lyon városában? Arra is szükségem van, hogy hol szálljak meg Lyon városában 6 éjszakára, ha 170 EUR a napi keret? Nem szeretnék felesleges kerülőket.",attractions|hotel,multi
RT094264,hu,Milyen idő várható Salzburg városában 3 napig? Továbbá mennyibe kerül a helyi közlekedés Salzburg városában 3 napra?,transport|weather,multi
RT171576,hu,"Épp összeállítom a programomat. Mennyibe kerül a helyi közlekedés Sarajevo városában 3 napra? Arra is szükségem van, hogy várható eső Sarajevo környékén a 3 napos utam alatt? Tartsd be a fenti kereteket.",transport|weather,multi
RT056714,hu,Rövid városnézés lesz. Épp összeállítom a programomat. Szükségem van egy jó szállásra Oslo városában 4 éjszakára.,hotel,single
RT170795,hu,"Most járok ott először. Mielőtt mindent lefoglalok, Hol egyek Lisbon városában körülbelül 21 EUR/fő keretből? Rövid, rangsorolt lista is elég.",restaurant,single
RT217694,en,"I'm planning this later this month. I'm travelling solo. What money, language and time zone apply in Budapest? On top of that, what is actually worth seeing in Budapest? I prefer practical options.",attractions|location,multi
RT186716,hu,"Milyen parkok, múzeumok és történelmi helyek vannak Hamburg városában? Tartsd be a fenti kereteket.",attractions,single
RT094645,hu,"Szeretném rendesen megtervezni az utat. Szükségem van egy jó szállásra Venice városában 6 éjszakára. Ha már itt tartunk, adj gyakorlati információkat Venice városáról: pénznem, nyelv és időzóna.",hotel|location,multi
RT225923,hu,"Egy tavaszi kiruccanásra készülök. Családdal utazom. Mielőtt mindent lefoglalok, Kabát vagy esernyő kell inkább Lyon városába 2 napra? Emellett milyen pénz, nyelv és időzóna van Lyon városában? Emellett jó vacsorát szeretnék Lyon városában 30 euró körül. Nem szeretnék felesleges kerülőket.",location|restaurant|weather,multi
RT181933,hu,"Családdal utazom. Adj alapvető helyi tudnivalókat Bécs városáról.; milyen tömegközlekedési bérletet érdemes venni Bécs városában 1 napra? Arra is szükségem van, hogy keress seafood éttermet Bécs városában 54 EUR/fő alatt. Végül nézd meg Bécs 1 napos időjárás-előrejelzését.",location|restaurant|transport|weather,multi
RT137738,en,"I'm planning this next week. Help me plan this properly. Show metro, bus and pass options for Belgrade. I'd rather avoid unnecessary detours.",transport,single
RT184564,hu,Hogyan közlekedjek Cologne városában 2 napig? Első alkalommal megyek.,transport,single
RT108745,en,"Help me plan this properly. Estimate public transport costs in Helsinki for 2 days. I also need this: give me the practical basics for Helsinki: currency, language and timezone. On top of that, is Helsinki likely to be rainy during a 2-day visit? A short ranked list is enough. No restaurant suggestions are needed.",location|transport|weather,multi
RT140474,en,I need a 6-night hotel in Naples; keep it below 130 EUR and rating 4.0+.; i'm packing for Naples; what conditions should I expect for 6 days? A short ranked list is enough.,hotel|weather,multi
RT124691,en,find good mediterranean restaurants in florence under 21 eur each. this is for a first visit.,restaurant,single
RT225527,hu,Egy rövid utazásra készülök. Gyors utazási kérdés: Jó vacsorát szeretnék Valencia városában 36 euró körül.,restaurant,single
RT106802,hu,Egy közelgő útra készülök. Ajánlj múzeumokat és nevezetességeket Thessaloniki városában. És hogyan közlekedjek Thessaloniki városában 3 napig?,attractions|transport,multi
RT223077,hu,"Még ebben a hónapban készülök. Szeretném rendesen megtervezni az utat. Milyen pénz, nyelv és időzóna van Marseille városában? Rövid, rangsorolt lista is elég.",location,single
RT008836,hu,"Autó nélkül hogyan járjam be München városát? Továbbá kell esernyőt vinnem München városába a következő 7 napra? Rövid, rangsorolt lista is elég.",transport|weather,multi
RT017306,en,I'm planning this this weekend. Estimate public transport costs in Skopje for 5 days.,transport,single
RT005480,en,It's a short city break. Find good local restaurants in London under 42 EUR each.,restaurant,single
RT235120,hu,Most járok ott először. Alkalmas lesz az idő szabadtéri programokra Lyon városában? Nem szeretnék felesleges kerülőket.,weather,single
RT078867,hu,"Családdal utazom. Milyen parkok, múzeumok és történelmi helyek vannak Oslo városában? Tartsd be a fenti kereteket.",attractions,single
RT031988,hu,Még ebben a hónapban készülök. Gyors utazási kérdés: Kell esernyőt vinnem London városába a következő 8 napra?,weather,single
RT165609,en,"I'm planning this this weekend. I'd rather keep the plan flexible. Find restaurants in Bucharest, preferably bakery/café, rated at least 3.5.",restaurant,single
RT032413,en,"Check the forecast in Edinburgh for my 5-day stay. I also need this: look for well-rated rooms in Edinburgh for 5 nights, preferably below 180 EUR. On top of that, build a sightseeing list for Edinburgh, especially museums and landmarks. While you're at it, find good local restaurants in Edinburgh under 45 EUR each.",attractions|hotel|restaurant|weather,multi
RT116811,en,I prefer practical options. Fill half a day in Krakow with attractions.,attractions,single
RT020829,en,It's a short city break. Give me temperatures and rain chances for Rome for 10 days. Please use the constraints above.,weather,single
RT098363,hu,"Ezen a hétvégén készülök. Keress szállást Porto városában 3 éjszakára, 140 EUR/éj alatt.; hogyan közlekedjek Porto városában 3 napig?",hotel|transport,multi
RT235792,en,I'd rather keep the plan flexible. I'm planning a trip. Where can I stay in Lyon for 7 nights on at most 80 EUR each night?,hotel,single
RT192167,hu,"Egyedül utazom. Utazást tervezek. Készíts rövid felfedeznivaló-listát Prága városához. Ha már itt tartunk, kérek néhány jó étkezési lehetőséget Prága városában. Rövid, rangsorolt lista is elég.",attractions|restaurant,multi
RT165953,en,I'm planning this for an upcoming trip. Quick travel question: I'm packing for Bratislava; what conditions should I expect for 10 days?,weather,single
RT066739,hu,"Az ár-érték arány fontosabb a luxusnál. Mit érdemes tudnom Lyon városáról indulás előtt? Arra is szükségem van, hogy milyen hőmérsékletre és csapadékra számítsak Lyon városában? Végül jó éttermeket keresek Lyon városában, maximum 18 eurós étkezéssel. Ezután kulturális programokat keresek Lyon városában.",attractions|location|restaurant|weather,multi
RT138138,hu,Az ár-érték arány fontosabb a luxusnál. 4 napot töltök Gdansk városában; milyen időre készüljek? Végül milyen tömegközlekedési bérletet érdemes venni Gdansk városában 4 napra? Legyen inkább praktikus a válasz.,transport|weather,multi
RT157839,hu,"Jövő héten készülök. Páros utazás lesz. Kell esernyőt vinnem Gdansk városába a következő 7 napra? Rövid, rangsorolt lista is elég.",weather,single
RT002839,hu,"Rugalmas programot szeretnék. Szeretném rendesen megtervezni az utat. Melyik országban van Reykjavik, és milyen pénzt használnak? Arra is szükségem van, hogy kell esernyőt vinnem Reykjavik városába a következő 5 napra? Emellett jó éttermeket keresek Reykjavik városában, maximum 30 eurós étkezéssel. Legyen inkább praktikus a válasz.",location|restaurant|weather,multi
RT117522,en,"I'm planning this for a spring break. How should I get around Marseille for 6 days? I already booked my hotel, so don't search accommodation.",transport,single
RT081794,en,"It's a short city break. Quick travel question: Where can I sleep in Stockholm for 6 nights without going over 230 EUR a night?; can I move around Stockholm without a car, and what will it cost for 6 days?",hotel|transport,multi
RT090504,en,I'd like to stay fairly central. Suggest places worth visiting in Milan with tickets under 35 EUR. Please use the constraints above.,attractions,single
RT141556,en,"I'm planning this next week. I'm putting together my itinerary. What should I know about Tallinn before I arrive?; can I move around Tallinn without a car, and what will it cost for 9 days? Please use the constraints above.",location|transport,multi
RT234536,en,"I'm travelling solo. A practical question: Which sights would you prioritise in Naples? While you're at it, is outdoor sightseeing sensible in Naples over the next 9 days? Then where can I stay in Naples for 9 nights on at most 80 EUR each night? Then give me the key practical facts for Naples.",attractions|hotel|location|weather,multi
RT088763,en,"Quick travel question: I need practical local information about Sarajevo. Then find museums, parks or historic places in Sarajevo. And find good Asian restaurants in Sarajevo under 30 EUR each. Please keep the answer concise.",attractions|location|restaurant,multi
RT086001,hu,Jövő héten készülök. Rugalmas programot szeretnék. Milyen hőmérsékletre és csapadékra számítsak Edinburgh városában?; adj alapvető helyi tudnivalókat Edinburgh városáról. Tartsd be a fenti kereteket.,location|weather,multi
RT042336,en,"I prefer practical options. Help me plan this properly. Give me destination facts for Warsaw. And where should I eat in Warsaw for about 60 EUR per person? And find somewhere to stay in Warsaw for 8 nights under 120 EUR per night. I also need this: show metro, bus and pass options for Warsaw. I'd rather avoid unnecessary detours.",hotel|location|restaurant|transport,multi
RT124436,hu,Hol egyek Nice városában körülbelül 33 EUR/fő keretből Tartsd be a fenti kereteket,restaurant,single
RT015285,en,"I care more about value than luxury. Check the forecast in Krakow for my 4-day stay. Next, find restaurants in Krakow, preferably street-food, rated at least 4.0. On top of that, i need practical local information about Krakow. And how should I get around Krakow for 4 days?",location|restaurant|transport|weather,multi
RT039399,hu,Egy tavaszi kiruccanásra készülök. Milyen tömegközlekedési bérletet érdemes venni Bécs városában 5 napra?,transport,single
RT217985,en,"I'm planning this next week. It's a short city break. Where would you go for food in Naples with roughly 42 EUR a head?; before landing in Naples, what local basics should I know? I prefer practical options.",location|restaurant,multi
RT120343,en,"I'm planning this this weekend. Where can I sleep in Nice for 10 nights without going over 220 EUR a night? Then find restaurants in Nice, preferably seafood, rated at least 4.5. Please keep the answer concise.",hotel|restaurant,multi
RT029136,en,"I'm planning this next week. Before I book the rest of the trip, Suggest places worth visiting in Thessaloniki with tickets under 5 EUR. A short ranked list is enough.",attractions,single
RT082240,en,"I'm travelling solo. Find somewhere to stay in Cologne for 6 nights under 70 EUR per night. On top of that, where should I eat in Cologne for about 33 EUR per person? I also need this: show metro, bus and pass options for Cologne.",hotel|restaurant|transport,multi
RT007207,hu,"Családdal utazom. Mennyibe kerül a helyi közlekedés München városában 9 napra? A szállás már megvan, hotelt ne keress.",transport,single
RT236022,en,"I'm travelling solo. Before I book the rest of the trip, Do I need a coat or umbrella for Milan on a 7-day trip? Next, find a few places to eat in Milan, ideally Indian.",restaurant|weather,multi
RT102669,en,"I'm planning this this weekend. A practical question: Find museums, parks or historic places in Split. Also, i need a 6-night hotel in Split; keep it below 70 EUR and rating 3.5+. Please use the constraints above.",attractions|hotel,multi
RT020930,en,I prefer practical options. A practical question: Estimate public transport costs in Nicosia for 10 days.,transport,single
RT199086,hu,"Épp összeállítom a programomat. Valencia városában keresek alvóhelyet 6 éjre, éjszakánként legfeljebb 170 EUR-ért. Ezután mely kulturális helyeket vennéd előre Valencia városában? Rövid, rangsorolt lista is elég.",attractions|hotel,multi
RT143344,hu,Adj alapvető helyi tudnivalókat Róma városáról. Továbbá mivel töltenél el egy fél napot Róma városában? Végül kell esernyőt vinnem Róma városába a következő 1 napra? Első alkalommal megyek. Étteremajánlásra nincs szükségem.,attractions|location|weather,multi
