query_id,query,tool_labels,city,difficulty
CH015731,i'm flexible on timing. i won't have a car in reykjavik; how do i move around?,transport,Reykjavik,indirect_noisy
CH015732,"Az időzítés rugalmas. Mi az, amit kár lenne kihagyni Nicosia városában?",attractions,Nicosia,indirect_noisy
CH015733,"Érkezés előtt mik a legfontosabb helyi tudnivalók Salzburg városáról?; Mi az, amit kár lenne kihagyni Salzburg városában?; I still need somewhere to sleep in Salzburg.",attractions|hotel|location,Salzburg,indirect_noisy
CH015734,"Gyors helyi eligazítást kérek Bécs városáról. Also, Help me avoid taxis in Vienna.",location|transport,Vienna,indirect_noisy
CH015735,Szabadtéri programhoz milyen körülmények lesznek Reykjavik városában; What would you not skip in Reykjavik,attractions|weather,Reykjavik,indirect_noisy
CH015736,"Nem lesz autóm Lyon városában; hogyan járjak? Also, Gyors helyi eligazítást kérek Lyon városáról.",location|transport,Lyon,indirect_noisy
CH015737,Fill an afternoon in Rome with worthwhile stops,attractions,Rome,indirect_noisy
CH015738,"Will the weather ruin outdoor plans in Rome? Also, I still need somewhere to sleep in Rome.",hotel|weather,Rome,indirect_noisy
CH015739,"I still need somewhere to sleep in Sarajevo. Also, I need somewhere good to eat in Sarajevo. Also, Am I likely to get soaked in Sarajevo?",hotel|restaurant|weather,Sarajevo,indirect_noisy
CH015740,Most leszek ott először. Miket néznél meg elsőként Porto városában?,attractions,Porto,indirect_noisy
CH015741,"I'm trying to travel light. Will the weather ruin outdoor plans in Milan? Also, Fill an afternoon in Milan with worthwhile stops.",attractions|weather,Milan,indirect_noisy
CH015742,This is my first time there. Would outdoor plans be risky in Innsbruck? What would you not skip in Innsbruck?,attractions|weather,Innsbruck,indirect_noisy
CH015743,Az időzítés rugalmas. Would outdoor plans be risky in Berlin? / Kellene egy bázis Berlin városában az éjszakákra.,hotel|weather,Berlin,indirect_noisy
CH015744,Fill an afternoon in Milan with worthwhile stops,attractions,Milan,indirect_noisy
CH015745,"Most leszek ott először. Mivel töltenél el egy délutánt Bucharest városában? / A szállás kérdése még nyitott Bucharest városában. Az étkezés megvan, éttermet ne ajánlj.",attractions|hotel,Bucharest,indirect_noisy
CH015746,Gyors helyi eligazítást kérek Vilnius városáról. / What would you not skip in Vilnius?,attractions|location,Vilnius,indirect_noisy
CH015747,Most leszek ott először. Gyors helyi eligazítást kérek Salzburg városáról. Még nincs hol aludnom Salzburg városában. Fill an afternoon in Salzburg with worthwhile stops.,attractions|hotel|location,Salzburg,indirect_noisy
CH015748,Az időzítés rugalmas. Mivel töltenél el egy délutánt Istanbul városában?,attractions,Istanbul,indirect_noisy
CH015749,"Kevés csomaggal megyek. Milyen alapinformációkat tudjak Warsaw városáról? Szabadtéri programhoz milyen körülmények lesznek Warsaw városában? Mi az, amit kár lenne kihagyni Warsaw városában?",attractions|location|weather,Warsaw,indirect_noisy
CH015750,"I'm trying to travel light. What's the smartest way to get around Warsaw? Also, Where would you actually go for dinner in Warsaw?",restaurant|transport,Warsaw,indirect_noisy
CH015751,Where would you actually go for dinner in Split? What's the smartest way to get around Split?,restaurant|transport,Split,indirect_noisy
CH015752,"Elázhatok Innsbruck városában? Also, I need somewhere good to eat in Innsbruck.",restaurant|weather,Innsbruck,indirect_noisy
CH015753,I'm trying to travel light. Help me avoid taxis in Gdansk.; Find me a table worth booking in Gdansk.,restaurant|transport,Gdansk,indirect_noisy
CH015754,"A repülőjegy már megvan. Hová ülnél be enni Prága városában? Also, I need a roof over my head in Prague.",hotel|restaurant,Prague,indirect_noisy
CH015755,Az időzítés rugalmas. Kellene egy bázis Zagreb városában az éjszakákra. What practical facts should I know about Zagreb?,hotel|location,Zagreb,indirect_noisy
CH015756,Kevés csomaggal megyek. Gyors helyi eligazítást kérek Reykjavik városáról.; Am I likely to get soaked in Reykjavik?,location|weather,Reykjavik,indirect_noisy
CH015757,"Brief me before I arrive in Malta. Food is already arranged, so skip restaurant ideas.",location,Malta,indirect_noisy
CH015758,A repülőjegy már megvan Hová ülnél be enni Tallinn városában; Help me avoid taxis in Tallinn,restaurant|transport,Tallinn,indirect_noisy
CH015759,"Mi az, amit kár lenne kihagyni Budapest városában? Also, I won't have a car in Budapest; how do I move around? Az étkezés megvan, éttermet ne ajánlj.",attractions|transport,Budapest,indirect_noisy
CH015760,Will the weather ruin outdoor plans in Zurich?,weather,Zurich,indirect_noisy
CH015761,I already have flights. Help me avoid taxis in Bucharest. I already have accommodation booked; don't search hotels.,transport,Bucharest,indirect_noisy
CH015762,Most leszek ott először. Kellene egy jó hely enni Cologne városában. Should I pack an umbrella for Cologne? Gyors helyi eligazítást kérek Cologne városáról.,location|restaurant|weather,Cologne,indirect_noisy
CH015763,Legyen praktikus. Kellene egy bázis Innsbruck városában az éjszakákra. / I won't have a car in Innsbruck; how do I move around?,hotel|transport,Innsbruck,indirect_noisy
CH015764,i already have flights. would outdoor plans be risky in geneva? give me the local basics before i land in geneva.,location|weather,Geneva,indirect_noisy
CH015765,Most leszek ott először. Fill an afternoon in Edinburgh with worthwhile stops. / Gyors helyi eligazítást kérek Edinburgh városáról. / I still need somewhere to sleep in Edinburgh.,attractions|hotel|location,Edinburgh,indirect_noisy
CH015766,Where would you actually go for dinner in Stockholm? I haven't sorted a base in Stockholm yet.,hotel|restaurant,Stockholm,indirect_noisy
CH015767,Az időzítés rugalmas. Kellene egy bázis München városában az éjszakákra.,hotel,Munich,indirect_noisy
CH015768,Az időzítés rugalmas. Mivel töltenél el egy délutánt Barcelona városában?,attractions,Barcelona,indirect_noisy
CH015769,Kevés csomaggal megyek. Még nincs hol aludnom Innsbruck városában.; Should I pack an umbrella for Innsbruck?; Fill an afternoon in Innsbruck with worthwhile stops.,attractions|hotel|weather,Innsbruck,indirect_noisy
CH015770,I need somewhere good to eat in Madrid.; A szállás kérdése még nyitott Madrid városában.,hotel|restaurant,Madrid,indirect_noisy
CH015771,Find me a table worth booking in Warsaw. / Give me reasons to leave the hotel in Warsaw. / Érkezés előtt mik a legfontosabb helyi tudnivalók Warsaw városáról?,attractions|location|restaurant,Warsaw,indirect_noisy
CH015772,Milyen alapinformációkat tudjak Florence városáról?; Nem lesz autóm Florence városában; hogyan járjak?; Am I likely to get soaked in Florence?,location|transport|weather,Florence,indirect_noisy
CH015773,Az időzítés rugalmas. Hol vacsoráznál Lisbon városában?,restaurant,Lisbon,indirect_noisy
CH015774,Kevés csomaggal megyek. I haven't sorted a base in Paris yet. Milyen alapinformációkat tudjak Párizs városáról?,hotel|location,Paris,indirect_noisy
CH015775,"Most leszek ott először. Hol vacsoráznál Naples városában? Also, What would you not skip in Naples?",attractions|restaurant,Naples,indirect_noisy
CH015776,Még nincs hol aludnom Bologna városában. I won't have a car in Bologna; how do I move around?,hotel|transport,Bologna,indirect_noisy
CH015777,Az időzítés rugalmas. Where would you actually go for dinner in Nicosia? / Give me the local basics before I land in Nicosia. / Szabadtéri programhoz milyen körülmények lesznek Nicosia városában?,location|restaurant|weather,Nicosia,indirect_noisy
CH015778,"Kevés csomaggal megyek Miket néznél meg elsőként Nice városában Also, Gyors helyi eligazítást kérek Nice városáról Also, Am I likely to get soaked in Nice",attractions|location|weather,Nice,indirect_noisy
CH015779,"Find me a table worth booking in Dublin. Also, Give me reasons to leave the hotel in Dublin. I already have accommodation booked; don't search hotels.",attractions|restaurant,Dublin,indirect_noisy
CH015780,Legyen praktikus. Kellene egy jó hely enni München városában.,restaurant,Munich,indirect_noisy
CH015781,Am I likely to get soaked in Rome? What would you not skip in Rome? I need a roof over my head in Rome.,attractions|hotel|weather,Rome,indirect_noisy
CH015782,Where would you actually go for dinner in Edinburgh? Taxik nélkül hogyan közlekedjek Edinburgh városában?,restaurant|transport,Edinburgh,indirect_noisy
CH015783,"I won't have a car in Innsbruck; how do I move around? Also, Would outdoor plans be risky in Innsbruck?",transport|weather,Innsbruck,indirect_noisy
CH015784,I already have flights. Give me the local basics before I land in Ljubljana.,location,Ljubljana,indirect_noisy
CH015785,Milyen alapinformációkat tudjak Cologne városáról?,location,Cologne,indirect_noisy
CH015786,Gyors helyi eligazítást kérek Edinburgh városáról. I need somewhere good to eat in Edinburgh. I still need somewhere to sleep in Edinburgh.,hotel|location|restaurant,Edinburgh,indirect_noisy
CH015787,Legyen praktikus. Hová ülnél be enni Bécs városában?; I haven't sorted a base in Vienna yet.,hotel|restaurant,Vienna,indirect_noisy
CH015788,Kevés csomaggal megyek. Kellene egy bázis Sofia városában az éjszakákra. / Nem lesz autóm Sofia városában; hogyan járjak? / Kellene egy jó hely enni Sofia városában.,hotel|restaurant|transport,Sofia,indirect_noisy
CH015789,Kevés csomaggal megyek. I won't have a car in Florence; how do I move around?; Gyors helyi eligazítást kérek Florence városáról.,location|transport,Florence,indirect_noisy
CH015790,Szabadtéri programhoz milyen körülmények lesznek Riga városában?; I won't have a car in Riga; how do I move around?; I haven't sorted a base in Riga yet.,hotel|transport|weather,Riga,indirect_noisy
CH015791,I haven't sorted a base in Rome yet.,hotel,Rome,indirect_noisy
CH015792,"Keep it practical I haven't sorted a base in Rome yet Also, Help me avoid taxis in Rome Also, Give me the local basics before I land in Rome",hotel|location|transport,Rome,indirect_noisy
CH015793,Szabadtéri programhoz milyen körülmények lesznek Athens városában?; What would you not skip in Athens?; What practical facts should I know about Athens?,attractions|location|weather,Athens,indirect_noisy
CH015794,I still need somewhere to sleep in Luxembourg.,hotel,Luxembourg,indirect_noisy
CH015795,Most leszek ott először. Hová ülnél be enni Gdansk városában? I won't have a car in Gdansk; how do I move around?,restaurant|transport,Gdansk,indirect_noisy
CH015796,"Keep it practical. Brief me before I arrive in Brussels. Also, I haven't sorted a base in Brussels yet.",hotel|location,Brussels,indirect_noisy
CH015797,az időzítés rugalmas. elázhatok valencia városában?,weather,Valencia,indirect_noisy
CH015798,This is my first time there. Fill an afternoon in Skopje with worthwhile stops. I already have accommodation booked; don't search hotels.,attractions,Skopje,indirect_noisy
CH015799,A repülőjegy már megvan. Fill an afternoon in Madrid with worthwhile stops.; A szállás kérdése még nyitott Madrid városában.,attractions|hotel,Madrid,indirect_noisy
CH015800,I won't have a car in Bologna; how do I move around? / I haven't sorted a base in Bologna yet.,hotel|transport,Bologna,indirect_noisy
CH015801,"Az időzítés rugalmas. Taxik nélkül hogyan közlekedjek Krakkó városában? Also, I still need somewhere to sleep in Krakow.",hotel|transport,Krakow,indirect_noisy
CH015802,I'm trying to travel light. Will the weather ruin outdoor plans in Rome? What's the smartest way to get around Rome? What practical facts should I know about Rome?,location|transport|weather,Rome,indirect_noisy
CH015803,Az időzítés rugalmas. A szállás kérdése még nyitott München városában. / What's the smartest way to get around Munich?,hotel|transport,Munich,indirect_noisy
CH015804,Legyen praktikus. Milyen alapinformációkat tudjak Párizs városáról?,location,Paris,indirect_noisy
CH015805,Keep it practical. Brief me before I arrive in Brussels.,location,Brussels,indirect_noisy
CH015806,Legyen praktikus. Will the weather ruin outdoor plans in Vienna? Kellene egy jó hely enni Bécs városában.,restaurant|weather,Vienna,indirect_noisy
CH015807,Where would you actually go for dinner in Salzburg; Give me reasons to leave the hotel in Salzburg; Give me the local basics before I land in Salzburg,attractions|location|restaurant,Salzburg,indirect_noisy
CH015808,"Mi az, amit kár lenne kihagyni Lisbon városában?; I won't have a car in Lisbon; how do I move around?",attractions|transport,Lisbon,indirect_noisy
CH015809,"A szállás kérdése még nyitott Riga városában. Also, Brief me before I arrive in Riga.",hotel|location,Riga,indirect_noisy
CH015810,A repülőjegy már megvan. Kellene egy jó hely enni Sofia városában.,restaurant,Sofia,indirect_noisy
CH015811,I already have flights. I need somewhere good to eat in Bratislava. / I haven't sorted a base in Bratislava yet.,hotel|restaurant,Bratislava,indirect_noisy
CH015812,Legyen praktikus. Mivel töltenél el egy délutánt Budapest városában? / Nem lesz autóm Budapest városában; hogyan járjak? / Will the weather ruin outdoor plans in Budapest?,attractions|transport|weather,Budapest,indirect_noisy
CH015813,"Most leszek ott először. Miket néznél meg elsőként London városában? Also, Még nincs hol aludnom London városában.",attractions|hotel,London,indirect_noisy
CH015814,Kevés csomaggal megyek. I still need somewhere to sleep in Lisbon. / Hol vacsoráznál Lisbon városában? / I won't have a car in Lisbon; how do I move around?,hotel|restaurant|transport,Lisbon,indirect_noisy
CH015815,Az időzítés rugalmas. Kabát vagy esernyő legyen nálam Thessaloniki városában? / Fill an afternoon in Thessaloniki with worthwhile stops.,attractions|weather,Thessaloniki,indirect_noisy
CH015816,I won't have a car in Geneva; how do I move around? / Még nincs hol aludnom Geneva városában.,hotel|transport,Geneva,indirect_noisy
CH015817,A repülőjegy már megvan. Taxik nélkül hogyan közlekedjek Cologne városában?,transport,Cologne,indirect_noisy
CH015818,I already have flights. Where would you actually go for dinner in Zurich? I already have accommodation booked; don't search hotels.,restaurant,Zurich,indirect_noisy
CH015819,Kevés csomaggal megyek. Brief me before I arrive in Porto. / Elázhatok Porto városában? / Mivel töltenél el egy délutánt Porto városában?,attractions|location|weather,Porto,indirect_noisy
CH015820,"Help me avoid taxis in Madrid. Also, A szállás kérdése még nyitott Madrid városában.",hotel|transport,Madrid,indirect_noisy
CH015821,"Mi a legegyszerűbb módja, hogy bejárjam Lyon városát Also, Gyors helyi eligazítást kérek Lyon városáról",location|transport,Lyon,indirect_noisy
CH015822,"I'm trying to travel light. Am I likely to get soaked in London? Also, I need somewhere good to eat in London.",restaurant|weather,London,indirect_noisy
CH015823,"Kevés csomaggal megyek. Elázhatok Cologne városában?; Mi az, amit kár lenne kihagyni Cologne városában?; Kellene egy bázis Cologne városában az éjszakákra.",attractions|hotel|weather,Cologne,indirect_noisy
CH015824,"A repülőjegy már megvan. Give me reasons to leave the hotel in Riga. Also, Mi a legegyszerűbb módja, hogy bejárjam Riga városát? Az étkezés megvan, éttermet ne ajánlj.",attractions|transport,Riga,indirect_noisy
CH015825,Hol vacsoráznál London városában? / Gyors helyi eligazítást kérek London városáról.,location|restaurant,London,indirect_noisy
CH015826,Hová ülnél be enni Dublin városában? / Give me reasons to leave the hotel in Dublin.,attractions|restaurant,Dublin,indirect_noisy
CH015827,I haven't sorted a base in Berlin yet. / Érkezés előtt mik a legfontosabb helyi tudnivalók Berlin városáról?,hotel|location,Berlin,indirect_noisy
CH015828,"Most leszek ott először. Még nincs hol aludnom Salzburg városában. Also, Hol vacsoráznál Salzburg városában? Also, Should I pack an umbrella for Salzburg?",hotel|restaurant|weather,Salzburg,indirect_noisy
CH015829,I'm flexible on timing. What would you not skip in Athens? I need somewhere good to eat in Athens.,attractions|restaurant,Athens,indirect_noisy
CH015830,"Where would you actually go for dinner in Helsinki? Also, Am I likely to get soaked in Helsinki? I already have accommodation booked; don't search hotels.",restaurant|weather,Helsinki,indirect_noisy
CH015831,I already have flights. What's the smartest way to get around Helsinki?,transport,Helsinki,indirect_noisy
CH015832,"Az időzítés rugalmas. Gyors helyi eligazítást kérek Bécs városáról. A szállás már megvan, hotelt ne keress.",location,Vienna,indirect_noisy
CH015833,"Kevés csomaggal megyek. Nem lesz autóm Dublin városában; hogyan járjak? Also, Érkezés előtt mik a legfontosabb helyi tudnivalók Dublin városáról?",location|transport,Dublin,indirect_noisy
CH015834,A repülőjegy már megvan. Give me reasons to leave the hotel in Warsaw. Find me a table worth booking in Warsaw. Kellene egy bázis Warsaw városában az éjszakákra.,attractions|hotel|restaurant,Warsaw,indirect_noisy
CH015835,Legyen praktikus. Give me reasons to leave the hotel in Sofia. Taxik nélkül hogyan közlekedjek Sofia városában?,attractions|transport,Sofia,indirect_noisy
CH015836,Legyen praktikus. Szabadtéri programhoz milyen körülmények lesznek Prága városában?,weather,Prague,indirect_noisy
CH015837,Most leszek ott először. Elázhatok Athens városában? / Give me the local basics before I land in Athens.,location|weather,Athens,indirect_noisy
CH015838,I'm trying to travel light. I need somewhere good to eat in Edinburgh.,restaurant,Edinburgh,indirect_noisy
CH015839,Most leszek ott először. Would outdoor plans be risky in Belgrade? Nem lesz autóm Belgrade városában; hogyan járjak? A szállás kérdése még nyitott Belgrade városában.,hotel|transport|weather,Belgrade,indirect_noisy
CH015840,Az időzítés rugalmas. I need a roof over my head in Dubrovnik. / Hová ülnél be enni Dubrovnik városában?,hotel|restaurant,Dubrovnik,indirect_noisy
CH015841,Most leszek ott először. Kellene egy bázis Innsbruck városában az éjszakákra.,hotel,Innsbruck,indirect_noisy
CH015842,Érkezés előtt mik a legfontosabb helyi tudnivalók Oslo városáról?,location,Oslo,indirect_noisy
CH015843,"Keep it practical. Fill an afternoon in Munich with worthwhile stops. Also, Would outdoor plans be risky in Munich? Also, Find me a table worth booking in Munich.",attractions|restaurant|weather,Munich,indirect_noisy
CH015844,I haven't sorted a base in Valencia yet. Help me avoid taxis in Valencia.,hotel|transport,Valencia,indirect_noisy
CH015845,I still need somewhere to sleep in Oslo.,hotel,Oslo,indirect_noisy
CH015846,I already have flights. I need a roof over my head in Salzburg.,hotel,Salzburg,indirect_noisy
CH015847,This is my first time there. I won't have a car in Cologne; how do I move around? Brief me before I arrive in Cologne.,location|transport,Cologne,indirect_noisy
CH015848,I need somewhere good to eat in Tirana I haven't sorted a base in Tirana yet,hotel|restaurant,Tirana,indirect_noisy
CH015849,I already have flights. I still need somewhere to sleep in Marseille.,hotel,Marseille,indirect_noisy
CH015850,Am I likely to get soaked in Marseille? Find me a table worth booking in Marseille.,restaurant|weather,Marseille,indirect_noisy
CH015851,Most leszek ott először. Kellene egy jó hely enni Belgrade városában. I need a roof over my head in Belgrade.,hotel|restaurant,Belgrade,indirect_noisy
CH015852,"A repülőjegy már megvan. Am I likely to get soaked in Stockholm?; Milyen alapinformációkat tudjak Stockholm városáról? A szállás már megvan, hotelt ne keress.",location|weather,Stockholm,indirect_noisy
CH015853,This is my first time there. I still need somewhere to sleep in Vilnius.; Brief me before I arrive in Vilnius.; Fill an afternoon in Vilnius with worthwhile stops.,attractions|hotel|location,Vilnius,indirect_noisy
CH015854,I need somewhere good to eat in Vienna. Még nincs hol aludnom Bécs városában. Should I pack an umbrella for Vienna?,hotel|restaurant|weather,Vienna,indirect_noisy
CH015855,What would you not skip in Dubrovnik / Taxik nélkül hogyan közlekedjek Dubrovnik városában / Szabadtéri programhoz milyen körülmények lesznek Dubrovnik városában,attractions|transport|weather,Dubrovnik,indirect_noisy
CH015856,I haven't sorted a base in Lisbon yet.; Hová ülnél be enni Lisbon városában?,hotel|restaurant,Lisbon,indirect_noisy
CH015857,A repülőjegy már megvan. Milyen alapinformációkat tudjak Madrid városáról? / I haven't sorted a base in Madrid yet. / Nem lesz autóm Madrid városában; hogyan járjak?,hotel|location|transport,Madrid,indirect_noisy
CH015858,Érkezés előtt mik a legfontosabb helyi tudnivalók Marseille városáról?,location,Marseille,indirect_noisy
CH015859,A repülőjegy már megvan. A szállás kérdése még nyitott Barcelona városában.,hotel,Barcelona,indirect_noisy
CH015860,Brief me before I arrive in Luxembourg.; Would outdoor plans be risky in Luxembourg?,location|weather,Luxembourg,indirect_noisy
CH015861,Az időzítés rugalmas. Érkezés előtt mik a legfontosabb helyi tudnivalók Venice városáról?; Where would you actually go for dinner in Venice?; Would outdoor plans be risky in Venice?,location|restaurant|weather,Venice,indirect_noisy
CH015862,"Kevés csomaggal megyek. Milyen alapinformációkat tudjak Edinburgh városáról? A szállás már megvan, hotelt ne keress.",location,Edinburgh,indirect_noisy
CH015863,"I won't have a car in Rome; how do I move around? Food is already arranged, so skip restaurant ideas.",transport,Rome,indirect_noisy
CH015864,A repülőjegy már megvan. Érkezés előtt mik a legfontosabb helyi tudnivalók Split városáról?; Nem lesz autóm Split városában; hogyan járjak?,location|transport,Split,indirect_noisy
CH015865,Brief me before I arrive in Nice. Would outdoor plans be risky in Nice?,location|weather,Nice,indirect_noisy
CH015866,Most leszek ott először. Hol vacsoráznál Marseille városában? Kellene egy bázis Marseille városában az éjszakákra. Szabadtéri programhoz milyen körülmények lesznek Marseille városában?,hotel|restaurant|weather,Marseille,indirect_noisy
CH015867,"A repülőjegy már megvan. What practical facts should I know about Zagreb?; Elázhatok Zagreb városában? Az étkezés megvan, éttermet ne ajánlj.",location|weather,Zagreb,indirect_noisy
CH015868,I'm trying to travel light. Help me avoid taxis in Dublin. / Should I pack an umbrella for Dublin? I already have accommodation booked; don't search hotels.,transport|weather,Dublin,indirect_noisy
CH015869,"A repülőjegy már megvan. Mi a legegyszerűbb módja, hogy bejárjam Prága városát?",transport,Prague,indirect_noisy
CH015870,Most leszek ott először. I haven't sorted a base in Munich yet. / What would you not skip in Munich? / Hol vacsoráznál München városában?,attractions|hotel|restaurant,Munich,indirect_noisy
CH015871,Az időzítés rugalmas. Find me a table worth booking in Sofia. Nem lesz autóm Sofia városában; hogyan járjak?,restaurant|transport,Sofia,indirect_noisy
CH015872,Miket néznél meg elsőként Porto városában?; Érkezés előtt mik a legfontosabb helyi tudnivalók Porto városáról?,attractions|location,Porto,indirect_noisy
CH015873,Szabadtéri programhoz milyen körülmények lesznek Berlin városában?,weather,Berlin,indirect_noisy
CH015874,"Az időzítés rugalmas. Mi az, amit kár lenne kihagyni Madrid városában?",attractions,Madrid,indirect_noisy
CH015875,Most leszek ott először. Kellene egy bázis Stockholm városában az éjszakákra.,hotel,Stockholm,indirect_noisy
CH015876,"Give me reasons to leave the hotel in London. / Mi a legegyszerűbb módja, hogy bejárjam London városát?",attractions|transport,London,indirect_noisy
CH015877,"Mi az, amit kár lenne kihagyni Lyon városában? Also, Mi a legegyszerűbb módja, hogy bejárjam Lyon városát?",attractions|transport,Lyon,indirect_noisy
CH015878,Most leszek ott először. Mivel töltenél el egy délutánt Nicosia városában? / Érkezés előtt mik a legfontosabb helyi tudnivalók Nicosia városáról?,attractions|location,Nicosia,indirect_noisy
CH015879,"Miket néznél meg elsőként Helsinki városában? A szállás már megvan, hotelt ne keress. Az étkezés megvan, éttermet ne ajánlj.",attractions,Helsinki,indirect_noisy
CH015880,"Most leszek ott először. Érkezés előtt mik a legfontosabb helyi tudnivalók Venice városáról?; Mi az, amit kár lenne kihagyni Venice városában?; Find me a table worth booking in Venice.",attractions|location|restaurant,Venice,indirect_noisy
CH015881,"Find me a table worth booking in Dubrovnik. Also, Give me reasons to leave the hotel in Dubrovnik. Also, Mi a legegyszerűbb módja, hogy bejárjam Dubrovnik városát?",attractions|restaurant|transport,Dubrovnik,indirect_noisy
CH015882,A repülőjegy már megvan. Kellene egy bázis Florence városában az éjszakákra. I won't have a car in Florence; how do I move around? Miket néznél meg elsőként Florence városában?,attractions|hotel|transport,Florence,indirect_noisy
CH015883,"Miket néznél meg elsőként Istanbul városában? / I haven't sorted a base in Istanbul yet. Az étkezés megvan, éttermet ne ajánlj.",attractions|hotel,Istanbul,indirect_noisy
CH015884,Miket néznél meg elsőként Zurich városában,attractions,Zurich,indirect_noisy
CH015885,Az időzítés rugalmas. Érkezés előtt mik a legfontosabb helyi tudnivalók Nice városáról?,location,Nice,indirect_noisy
CH015886,I'm flexible on timing. Give me the local basics before I land in Berlin.,location,Berlin,indirect_noisy
CH015887,"Should I pack an umbrella for Belgrade? Also, Give me the local basics before I land in Belgrade. Also, Help me avoid taxis in Belgrade.",location|transport|weather,Belgrade,indirect_noisy
CH015888,Legyen praktikus. Hol vacsoráznál München városában? / Mivel töltenél el egy délutánt München városában?,attractions|restaurant,Munich,indirect_noisy
CH015889,"Would outdoor plans be risky in Marseille? Also, Milyen alapinformációkat tudjak Marseille városáról?",location|weather,Marseille,indirect_noisy
CH015890,Kabát vagy esernyő legyen nálam Berlin városában? What practical facts should I know about Berlin?,location|weather,Berlin,indirect_noisy
CH015891,Kellene egy jó hely enni Florence városában. Kellene egy bázis Florence városában az éjszakákra.,hotel|restaurant,Florence,indirect_noisy
CH015892,Most leszek ott először. Gyors helyi eligazítást kérek Nicosia városáról.,location,Nicosia,indirect_noisy
CH015893,"Az időzítés rugalmas. Szabadtéri programhoz milyen körülmények lesznek Lisbon városában?; Mivel töltenél el egy délutánt Lisbon városában? Az étkezés megvan, éttermet ne ajánlj.",attractions|weather,Lisbon,indirect_noisy
CH015894,"Legyen praktikus. Hol vacsoráznál Bologna városában? Mi az, amit kár lenne kihagyni Bologna városában?",attractions|restaurant,Bologna,indirect_noisy
CH015895,i won't have a car in thessaloniki; how do i move around?,transport,Thessaloniki,indirect_noisy
CH015896,Kevés csomaggal megyek. Miket néznél meg elsőként Edinburgh városában?; Kabát vagy esernyő legyen nálam Edinburgh városában?,attractions|weather,Edinburgh,indirect_noisy
CH015897,This is my first time there. Should I pack an umbrella for Split?,weather,Split,indirect_noisy
CH015898,Az időzítés rugalmas Taxik nélkül hogyan közlekedjek Helsinki városában; Szabadtéri programhoz milyen körülmények lesznek Helsinki városában; Kellene egy bázis Helsinki városában az éjszakákra,hotel|transport|weather,Helsinki,indirect_noisy
CH015899,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Bucharest városát? Also, Kellene egy jó hely enni Bucharest városában.",restaurant|transport,Bucharest,indirect_noisy
CH015900,"Mivel töltenél el egy délutánt Prága városában? Also, What's the smartest way to get around Prague?",attractions|transport,Prague,indirect_noisy
CH015901,Kellene egy bázis Berlin városában az éjszakákra. / Milyen alapinformációkat tudjak Berlin városáról?,hotel|location,Berlin,indirect_noisy
CH015902,Taxik nélkül hogyan közlekedjek London városában?,transport,London,indirect_noisy
CH015903,Most leszek ott először. Mivel töltenél el egy délutánt Marseille városában? Kabát vagy esernyő legyen nálam Marseille városában?,attractions|weather,Marseille,indirect_noisy
CH015904,This is my first time there. I won't have a car in Tallinn; how do I move around? I already have accommodation booked; don't search hotels.,transport,Tallinn,indirect_noisy
CH015905,A repülőjegy már megvan. Kellene egy bázis Brussels városában az éjszakákra.,hotel,Brussels,indirect_noisy
CH015906,"Mi az, amit kár lenne kihagyni Marseille városában? I need a roof over my head in Marseille.",attractions|hotel,Marseille,indirect_noisy
CH015907,Kevés csomaggal megyek. Kellene egy bázis Bécs városában az éjszakákra.,hotel,Vienna,indirect_noisy
CH015908,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Ljubljana városát?; Find me a table worth booking in Ljubljana.",restaurant|transport,Ljubljana,indirect_noisy
CH015909,A repülőjegy már megvan. Fill an afternoon in Munich with worthwhile stops. Taxik nélkül hogyan közlekedjek München városában?,attractions|transport,Munich,indirect_noisy
CH015910,Érkezés előtt mik a legfontosabb helyi tudnivalók Zurich városáról? I haven't sorted a base in Zurich yet.,hotel|location,Zurich,indirect_noisy
CH015911,Give me the local basics before I land in Dubrovnik. / I still need somewhere to sleep in Dubrovnik.,hotel|location,Dubrovnik,indirect_noisy
CH015912,"Milyen alapinformációkat tudjak Luxembourg városáról? Also, Hová ülnél be enni Luxembourg városában?",location|restaurant,Luxembourg,indirect_noisy
CH015913,I'm trying to travel light. Should I pack an umbrella for Athens? I already have accommodation booked; don't search hotels.,weather,Athens,indirect_noisy
CH015914,Az időzítés rugalmas. Will the weather ruin outdoor plans in Belgrade? / Find me a table worth booking in Belgrade. / Miket néznél meg elsőként Belgrade városában?,attractions|restaurant|weather,Belgrade,indirect_noisy
CH015915,Kevés csomaggal megyek. Give me reasons to leave the hotel in Madrid. / Give me the local basics before I land in Madrid. / Nem lesz autóm Madrid városában; hogyan járjak?,attractions|location|transport,Madrid,indirect_noisy
CH015916,"Kevés csomaggal megyek. Mi a legegyszerűbb módja, hogy bejárjam Skopje városát?; I need a roof over my head in Skopje.",hotel|transport,Skopje,indirect_noisy
CH015917,Give me reasons to leave the hotel in Berlin. I already have accommodation booked; don't search hotels.,attractions,Berlin,indirect_noisy
CH015918,"fill an afternoon in bologna with worthwhile stops. also, taxik nélkül hogyan közlekedjek bologna városában?",attractions|transport,Bologna,indirect_noisy
CH015919,I already have flights. Brief me before I arrive in Skopje.,location,Skopje,indirect_noisy
